userid	itemid	rating
2064	127121	1
2064	104608	1
2064	106025	1
2064	131541	1
2064	111417	1
2065	116198	1
2065	110636	1
2065	104506	1
2065	119783	1
2066	108143	1
2066	106222	1
2066	141972	1
2066	104510	1
2066	132932	1
2066	111644	1
2066	130634	1
2066	106224	1
2066	109376	1
2066	132220	1
2066	135613	1
2066	112018	1
2066	109594	1
2066	142505	1
2066	106066	1
2066	132935	1
2066	121367	1
2067	109376	1
2067	152530	1
2067	104510	1
2067	106222	1
2067	115669	1
2067	106500	1
2067	126892	1
2067	121717	1
2067	128405	1
2067	106064	1
2068	114040	1
2068	114492	1
2068	124188	1
2068	120408	1
2068	139879	1
2068	107401	1
2068	104511	1
2069	128096	1
2069	141976	1
2069	135315	1
2069	126781	1
2069	139133	1
2069	148433	1
2069	152386	1
2069	104511	1
2069	128547	1
2070	107373	1
2070	107961	1
2070	107914	1
2070	104576	1
2070	118900	1
2070	104512	1
2070	116963	1
2070	121961	1
2070	142544	1
2070	126017	1
2071	139414	1
2071	156525	1
2071	153480	1
2071	104515	1
2072	138025	1
2072	104515	1
2072	125864	1
2072	146519	1
2073	144936	1
2073	104515	1
2073	146423	1
2073	139847	1
2073	142512	1
2074	128691	1
2074	126521	1
2074	144421	1
2074	145257	1
2074	133666	1
2074	129768	1
2074	136420	1
2074	105046	1
2074	104515	1
2074	146136	1
2074	116394	1
2074	134144	1
2074	141830	1
2074	128828	1
2074	147842	1
2074	146715	1
2074	147362	1
2074	148304	1
2074	113794	1
2074	152500	1
2074	156598	1
2074	123787	1
2075	142620	1
2075	117037	1
2075	130264	1
2075	153782	1
2075	121731	1
2075	149284	1
2075	126290	1
2075	138071	1
2075	104515	1
2075	129661	1
2075	133158	1
2075	117137	1
2076	138085	1
2076	154287	1
2076	133465	1
2076	122011	1
2076	143854	1
2076	104515	1
2076	125011	1
2077	152236	1
2077	138706	1
2077	107775	1
2077	108037	1
2077	139104	1
2077	123535	1
2077	112294	1
2077	146528	1
2077	132580	1
2077	141158	1
2078	143954	1
2078	135150	1
2078	138077	1
2078	104515	1
2078	119784	1
2078	133158	1
2078	135046	1
2078	127426	1
2079	143876	1
2079	118895	1
2079	123543	1
2079	154544	1
2079	152259	1
2079	109478	1
2079	104515	1
2079	143696	1
2079	140853	1
2079	148803	1
2079	113780	1
2080	110145	1
2080	138770	1
2080	134535	1
2080	116913	1
2080	150429	1
2080	153391	1
2080	104515	1
2080	139470	1
2081	112788	1
2081	134992	1
2081	107087	1
2081	104515	1
2082	146300	1
2082	120626	1
2082	142628	1
2082	134230	1
2082	104515	1
2082	139398	1
2082	134061	1
2082	129667	1
2082	133474	1
2082	131965	1
2082	145770	1
2082	131283	1
2082	152054	1
2082	136418	1
2083	106661	1
2083	151394	1
2083	112374	1
2083	132164	1
2083	112338	1
2083	110851	1
2083	114412	1
2083	150756	1
2083	117220	1
2083	118067	1
2083	118316	1
2083	119023	1
2083	123724	1
2083	135747	1
2083	129756	1
2083	133918	1
2083	127695	1
2083	132312	1
2083	136641	1
2083	139480	1
2083	112094	1
2083	116824	1
2083	138591	1
2083	104515	1
2083	119441	1
2083	129183	1
2083	115468	1
2083	145421	1
2083	124997	1
2083	106660	1
2083	108363	1
2083	115546	1
2083	138784	1
2083	113819	1
2083	126813	1
2083	117775	1
2083	136530	1
2083	127264	1
2084	105316	1
2084	135319	1
2084	104515	1
2084	112179	1
2084	110911	1
2084	104885	1
2084	105320	1
2084	105523	1
2084	144276	1
2084	138056	1
2084	149073	1
2084	149915	1
2084	124793	1
2084	151395	1
2084	132824	1
2084	143226	1
2084	107349	1
2084	111520	1
2084	154773	1
2084	136124	1
2085	108965	1
2085	109741	1
2085	118640	1
2085	130982	1
2085	105441	1
2085	110872	1
2085	104515	1
2085	105426	1
2085	142224	1
2085	107824	1
2085	127302	1
2085	139095	1
2085	155075	1
2085	108742	1
2085	106792	1
2085	107833	1
2085	113841	1
2085	119334	1
2085	111306	1
2085	114020	1
2085	108380	1
2085	130928	1
2085	123367	1
2085	118131	1
2085	133124	1
2085	150168	1
2085	111618	1
2086	129329	1
2086	106221	1
2086	105683	1
2086	133642	1
2086	106220	1
2086	104515	1
2086	113794	1
2086	114428	1
2086	117527	1
2086	114411	1
2086	127334	1
2087	155799	1
2087	109319	1
2087	138077	1
2087	131028	1
2087	143792	1
2087	137879	1
2087	104515	1
2088	135794	1
2088	121332	1
2088	132322	1
2088	106864	1
2088	117636	1
2088	137382	1
2088	104517	1
2088	120734	1
2089	113644	1
2089	106010	1
2089	119629	1
2089	104520	1
2089	105821	1
2090	155665	1
2090	155666	1
2090	150487	1
2090	146787	1
2090	156130	1
2090	135692	1
2090	106642	1
2090	126042	1
2090	142089	1
2090	107108	1
2090	106905	1
2090	104521	1
2090	156948	1
2090	126084	1
2090	156838	1
2090	129529	1
2090	155707	1
2090	146620	1
2090	156667	1
2090	133158	1
2090	146428	1
2090	156934	1
2090	105346	1
2090	156564	1
2090	105834	1
2090	133121	1
2090	118501	1
2090	135860	1
2090	154606	1
2090	154867	1
2090	156886	1
2090	146634	1
2090	145980	1
2090	119191	1
2090	147083	1
2090	156921	1
2090	126043	1
2090	155604	1
2090	134965	1
2090	156044	1
2090	132196	1
2090	141465	1
2090	106120	1
2090	120841	1
2090	128913	1
2090	117205	1
2090	145260	1
2090	112838	1
2090	156189	1
2090	133527	1
2090	147697	1
2090	154998	1
2090	109323	1
2090	146492	1
2090	153623	1
2090	131755	1
2090	156047	1
2090	156800	1
2090	128395	1
2090	156774	1
2090	105166	1
2090	154815	1
2090	144290	1
2090	121470	1
2090	156949	1
2090	113175	1
2090	156748	1
2090	153410	1
2090	155994	1
2090	129922	1
2090	117903	1
2090	146935	1
2090	113953	1
2090	157011	1
2090	105290	1
2090	147219	1
2090	152996	1
2090	155011	1
2090	110300	1
2090	129913	1
2090	152021	1
2090	112142	1
2090	120625	1
2090	114151	1
2090	152192	1
2090	153109	1
2090	154594	1
2090	132274	1
2090	132707	1
2090	152212	1
2090	156284	1
2090	135018	1
2090	151401	1
2090	154793	1
2090	114212	1
2090	139520	1
2090	143876	1
2090	130319	1
2090	156045	1
2090	146674	1
2090	156549	1
2090	156691	1
2090	153622	1
2090	111424	1
2090	115754	1
2090	109238	1
2090	104890	1
2090	156717	1
2090	144819	1
2090	156267	1
2090	139713	1
2090	119616	1
2090	109180	1
2090	112053	1
2090	138833	1
2090	108942	1
2090	133107	1
2090	108762	1
2090	142462	1
2090	154082	1
2090	155712	1
2090	124995	1
2090	139639	1
2090	128426	1
2090	120032	1
2090	147082	1
2090	109764	1
2090	132284	1
2090	157013	1
2090	130875	1
2090	106073	1
2090	156679	1
2090	156988	1
2090	114790	1
2090	133090	1
2090	130017	1
2090	152449	1
2090	144903	1
2090	142514	1
2090	150948	1
2090	144057	1
2090	121394	1
2090	156156	1
2090	156998	1
2090	155785	1
2090	128831	1
2090	153624	1
2090	141939	1
2090	147430	1
2090	125963	1
2090	110384	1
2090	136111	1
2090	152190	1
2090	128393	1
2090	112763	1
2090	105175	1
2091	129450	1
2091	127529	1
2091	116116	1
2091	136867	1
2091	121584	1
2091	140362	1
2091	104521	1
2091	108675	1
2091	109527	1
2091	108785	1
2091	113931	1
2091	119389	1
2091	122727	1
2091	112004	1
2091	149427	1
2091	138051	1
2091	124394	1
2091	125776	1
2091	107382	1
2091	104955	1
2091	115124	1
2091	138056	1
2092	104523	1
2092	142079	1
2092	144089	1
2092	149778	1
2092	131426	1
2092	121360	1
2092	120762	1
2092	138813	1
2092	118977	1
2092	105462	1
2092	129834	1
2092	117693	1
2092	130360	1
2092	141479	1
2092	123748	1
2092	152875	1
2092	117648	1
2092	123534	1
2092	147656	1
2092	114352	1
2092	127949	1
2092	122695	1
2092	123360	1
2092	124997	1
2092	138229	1
2092	116058	1
2092	109248	1
2092	105330	1
2092	124645	1
2092	131966	1
2093	106820	1
2093	145935	1
2093	115974	1
2093	123942	1
2094	155602	1
2094	147206	1
2094	115104	1
2094	104524	1
2094	110056	1
2094	130689	1
2094	129652	1
2094	141435	1
2094	150471	1
2094	117032	1
2095	135452	1
2095	142028	1
2095	107133	1
2095	138504	1
2095	149212	1
2095	125162	1
2095	141797	1
2095	105453	1
2095	129160	1
2095	143595	1
2095	142783	1
2095	134466	1
2095	136819	1
2095	124793	1
2095	145744	1
2095	134166	1
2095	128978	1
2095	154669	1
2095	130118	1
2095	109817	1
2095	118594	1
2095	104524	1
2095	105243	1
2095	135818	1
2095	153223	1
2095	135899	1
2095	113557	1
2095	124847	1
2095	111863	1
2095	124559	1
2095	126481	1
2095	118293	1
2095	106357	1
2095	120379	1
2095	141990	1
2095	117641	1
2095	145964	1
2095	144022	1
2095	131163	1
2095	146269	1
2095	118422	1
2095	115181	1
2095	131087	1
2095	149971	1
2095	124518	1
2095	143200	1
2096	124761	1
2096	142678	1
2096	104526	1
2096	152503	1
2096	136620	1
2096	124335	1
2096	112094	1
2096	127712	1
2096	112359	1
2096	144738	1
2096	126029	1
2096	129768	1
2096	126190	1
2096	109059	1
2096	130372	1
2096	106749	1
2096	115581	1
2097	110727	1
2097	155990	1
2097	122662	1
2097	120977	1
2097	130749	1
2097	107207	1
2097	108864	1
2097	113953	1
2097	118568	1
2097	125942	1
2097	105540	1
2097	122882	1
2097	122769	1
2097	114251	1
2098	105916	1
2098	149045	1
2098	104526	1
2098	116431	1
2099	143393	1
2099	153436	1
2099	140459	1
2099	105458	1
2099	113913	1
2099	104530	1
2099	156816	1
2100	146557	1
2100	138237	1
2100	120229	1
2100	134611	1
2100	104530	1
2100	140819	1
2101	118490	1
2101	120870	1
2101	113650	1
2101	105834	1
2101	118055	1
2101	131281	1
2101	108208	1
2101	120392	1
2101	120010	1
2102	136143	1
2102	113692	1
2102	125601	1
2102	118630	1
2102	104530	1
2102	131027	1
2102	137944	1
2102	125246	1
2102	135642	1
2102	121251	1
2102	148138	1
2102	119568	1
2102	134047	1
2103	104955	1
2103	123841	1
2103	114402	1
2103	107126	1
2103	125559	1
2103	135838	1
2103	122612	1
2103	131922	1
2103	112763	1
2103	130536	1
2103	104530	1
2104	118781	1
2104	136397	1
2104	129678	1
2104	129327	1
2104	115594	1
2104	116526	1
2104	142023	1
2104	104530	1
2104	138533	1
2104	117776	1
2104	124156	1
2104	109493	1
2104	142150	1
2104	123610	1
2104	132920	1
2104	116824	1
2104	130826	1
2104	126716	1
2104	118411	1
2104	141053	1
2104	139893	1
2104	108742	1
2104	113906	1
2104	130768	1
2104	124937	1
2104	144642	1
2104	134421	1
2104	116659	1
2104	118637	1
2104	105438	1
2104	117570	1
2104	105893	1
2104	116756	1
2104	124746	1
2104	118883	1
2104	142491	1
2104	117916	1
2104	132020	1
2104	121948	1
2104	131468	1
2104	123290	1
2104	139995	1
2104	123489	1
2104	137604	1
2104	118926	1
2104	139124	1
2104	119229	1
2104	116881	1
2104	124286	1
2104	137199	1
2104	119407	1
2104	127050	1
2105	104530	1
2105	124335	1
2105	127458	1
2105	129901	1
2105	122110	1
2105	106344	1
2106	138659	1
2106	152473	1
2106	129327	1
2106	104530	1
2106	132353	1
2106	122917	1
2106	111562	1
2106	124106	1
2106	114790	1
2107	113137	1
2107	104530	1
2107	119973	1
2107	112094	1
2107	115753	1
2107	110010	1
2107	116336	1
2107	119191	1
2108	149404	1
2108	115170	1
2108	151936	1
2108	129653	1
2108	105107	1
2108	148477	1
2108	104530	1
2108	151967	1
2108	121134	1
2108	105478	1
2108	107889	1
2108	129913	1
2108	125164	1
2108	113810	1
2108	152190	1
2108	114865	1
2108	142378	1
2108	120631	1
2108	109866	1
2108	148440	1
2108	116743	1
2108	110564	1
2108	141684	1
2108	108577	1
2108	149696	1
2108	126155	1
2108	152946	1
2108	124451	1
2108	128104	1
2108	114496	1
2108	127894	1
2108	109243	1
2108	127710	1
2108	149695	1
2108	131809	1
2108	128304	1
2108	125157	1
2108	135373	1
2108	110235	1
2108	140900	1
2108	144981	1
2108	109680	1
2108	111875	1
2108	145329	1
2108	129004	1
2108	104538	1
2108	112894	1
2109	104530	1
2109	152211	1
2109	120073	1
2109	128814	1
2109	104802	1
2109	125825	1
2109	128386	1
2109	129653	1
2109	112427	1
2109	107754	1
2110	114892	1
2110	107311	1
2110	104902	1
2110	140499	1
2110	121071	1
2110	134773	1
2110	127710	1
2110	114049	1
2110	112369	1
2110	151253	1
2110	132098	1
2110	129537	1
2110	121168	1
2110	105026	1
2110	154817	1
2110	116386	1
2110	137675	1
2110	114090	1
2110	151572	1
2110	127712	1
2110	142278	1
2110	110334	1
2110	146177	1
2110	104530	1
2111	133522	1
2111	136188	1
2111	117402	1
2111	124218	1
2111	123542	1
2111	114413	1
2111	113931	1
2111	151067	1
2111	104530	1
2112	131513	1
2112	117510	1
2112	104530	1
2112	134402	1
2112	130921	1
2112	129120	1
2112	112735	1
2113	139718	1
2113	133240	1
2113	149498	1
2113	154635	1
2113	104530	1
2113	146835	1
2113	146970	1
2113	118943	1
2113	129510	1
2114	114804	1
2114	132767	1
2114	109238	1
2114	104530	1
2114	115433	1
2114	118566	1
2114	139802	1
2114	144580	1
2114	146017	1
2115	113735	1
2115	142235	1
2115	126219	1
2115	128236	1
2115	154726	1
2115	104530	1
2115	135160	1
2115	125142	1
2116	104530	1
2116	142033	1
2116	114203	1
2116	136845	1
2116	145009	1
2116	151636	1
2116	109573	1
2116	144738	1
2116	128650	1
2116	140842	1
2116	118569	1
2116	123015	1
2116	145328	1
2116	135018	1
2116	124532	1
2117	124509	1
2117	116120	1
2117	138158	1
2117	109319	1
2117	153036	1
2117	154957	1
2117	153959	1
2117	137940	1
2117	117213	1
2117	145551	1
2117	132178	1
2118	115445	1
2118	110372	1
2118	109875	1
2118	118569	1
2118	104530	1
2119	128302	1
2119	114833	1
2119	117214	1
2119	116783	1
2119	119379	1
2119	134094	1
2119	126964	1
2119	119196	1
2119	128164	1
2119	116666	1
2119	104530	1
2120	154547	1
2120	116562	1
2120	151641	1
2120	130033	1
2120	152910	1
2120	123005	1
2120	130876	1
2120	113736	1
2120	122348	1
2120	141606	1
2120	154284	1
2120	106297	1
2120	144121	1
2120	138437	1
2120	144118	1
2120	121394	1
2120	132498	1
2120	124694	1
2120	144738	1
2120	104530	1
2120	114322	1
2120	128995	1
2120	137292	1
2120	111788	1
2120	146519	1
2120	142089	1
2120	109539	1
2120	116618	1
2120	134078	1
2120	150174	1
2120	105938	1
2120	114134	1
2120	132236	1
2120	139148	1
2120	108855	1
2120	144804	1
2120	145659	1
2120	127882	1
2120	115292	1
2120	105180	1
2120	108778	1
2120	152335	1
2120	115952	1
2120	132675	1
2120	106743	1
2120	117313	1
2120	138997	1
2120	129546	1
2120	148143	1
2120	127879	1
2120	140067	1
2120	148768	1
2120	130346	1
2120	107972	1
2120	151430	1
2120	154230	1
2120	126958	1
2120	109355	1
2120	117876	1
2120	107390	1
2120	132123	1
2120	104885	1
2120	120835	1
2120	133076	1
2120	114299	1
2120	146916	1
2120	125173	1
2120	149073	1
2120	119131	1
2120	115433	1
2120	134163	1
2121	138025	1
2121	143979	1
2121	117622	1
2121	104530	1
2121	144253	1
2121	138024	1
2121	144119	1
2121	154635	1
2121	151636	1
2121	146667	1
2121	141734	1
2121	126716	1
2121	138056	1
2121	146284	1
2121	124330	1
2122	111772	1
2122	121764	1
2122	127712	1
2122	134775	1
2122	104530	1
2122	151686	1
2122	130747	1
2123	148537	1
2123	143040	1
2123	104530	1
2123	154285	1
2123	146947	1
2124	155715	1
2124	144857	1
2124	148139	1
2124	145822	1
2124	130650	1
2124	151537	1
2124	104530	1
2124	142848	1
2124	145996	1
2124	105394	1
2124	137024	1
2124	120028	1
2124	151069	1
2124	144545	1
2124	130023	1
2124	131926	1
2124	127683	1
2124	138056	1
2124	138730	1
2124	105821	1
2124	148140	1
2124	146552	1
2124	151890	1
2124	123668	1
2124	138374	1
2124	142620	1
2124	145958	1
2124	146443	1
2124	138375	1
2125	129341	1
2125	136881	1
2125	148353	1
2125	112146	1
2125	128547	1
2125	114790	1
2125	117616	1
2125	131688	1
2125	139933	1
2125	104530	1
2125	142990	1
2126	133006	1
2126	138204	1
2126	124044	1
2126	120815	1
2126	104530	1
2126	145982	1
2126	127695	1
2126	140974	1
2126	104668	1
2126	134856	1
2126	140945	1
2126	137350	1
2126	127500	1
2126	141331	1
2127	127934	1
2127	154087	1
2127	152037	1
2127	155887	1
2127	104530	1
2127	117938	1
2127	125163	1
2127	111321	1
2128	112676	1
2128	104530	1
2128	134160	1
2128	133932	1
2128	130889	1
2129	128863	1
2129	112578	1
2129	146500	1
2129	125835	1
2129	143587	1
2129	153953	1
2129	125647	1
2129	146380	1
2129	116954	1
2129	145442	1
2129	132180	1
2129	134535	1
2129	121548	1
2129	135716	1
2129	118317	1
2129	151032	1
2129	142861	1
2129	130625	1
2129	144549	1
2129	142089	1
2129	127279	1
2129	106946	1
2129	115860	1
2129	129174	1
2129	105209	1
2129	104530	1
2129	138952	1
2129	142114	1
2130	117424	1
2130	120375	1
2130	143878	1
2130	138836	1
2130	122075	1
2130	154853	1
2130	127237	1
2130	150871	1
2130	129331	1
2130	112109	1
2130	135413	1
2130	125091	1
2130	154919	1
2130	126769	1
2130	119880	1
2130	129274	1
2130	108883	1
2130	151840	1
2130	111583	1
2130	137315	1
2130	126356	1
2130	128757	1
2130	121189	1
2130	153039	1
2130	112004	1
2130	154526	1
2130	125979	1
2130	112427	1
2130	116706	1
2130	143171	1
2130	132764	1
2130	121969	1
2130	118638	1
2130	127728	1
2130	144214	1
2130	104530	1
2130	109243	1
2130	127940	1
2130	123042	1
2130	150486	1
2130	120942	1
2130	145265	1
2130	115972	1
2130	124203	1
2130	148621	1
2130	139028	1
2130	124639	1
2130	124641	1
2130	145624	1
2130	135537	1
2130	117588	1
2130	115590	1
2130	119419	1
2130	145264	1
2130	105391	1
2130	128637	1
2130	141982	1
2130	122442	1
2130	110067	1
2130	120943	1
2130	120662	1
2130	130254	1
2130	120073	1
2130	114811	1
2130	145259	1
2130	122076	1
2130	108525	1
2131	131373	1
2131	139403	1
2131	138675	1
2131	114941	1
2131	105766	1
2131	133506	1
2131	104530	1
2131	136132	1
2131	120931	1
2131	131485	1
2131	131477	1
2131	129415	1
2131	138423	1
2131	123988	1
2132	146136	1
2132	104530	1
2132	115912	1
2132	115648	1
2132	127432	1
2132	122948	1
2132	105458	1
2132	127210	1
2132	145526	1
2132	145630	1
2132	135112	1
2132	128609	1
2133	104978	1
2133	136899	1
2133	151922	1
2133	127876	1
2133	120831	1
2133	141797	1
2133	113156	1
2133	149364	1
2133	126162	1
2133	110566	1
2133	127712	1
2134	141443	1
2134	104530	1
2134	118150	1
2134	114882	1
2134	140038	1
2134	138755	1
2134	131067	1
2134	139755	1
2134	113874	1
2134	107089	1
2134	136302	1
2134	110432	1
2134	123425	1
2134	138593	1
2134	130947	1
2134	115746	1
2134	124223	1
2134	125317	1
2134	153935	1
2134	124933	1
2134	136383	1
2134	149952	1
2134	135217	1
2134	138061	1
2134	137335	1
2134	146351	1
2134	113873	1
2134	127836	1
2134	151922	1
2134	120540	1
2134	132691	1
2134	155425	1
2134	125252	1
2134	151395	1
2134	137617	1
2134	113171	1
2134	105814	1
2134	121176	1
2134	131278	1
2134	128096	1
2135	126273	1
2135	142377	1
2135	130851	1
2135	149404	1
2135	135018	1
2135	104534	1
2135	113046	1
2135	146947	1
2135	105665	1
2135	110803	1
2136	128349	1
2136	114449	1
2136	129864	1
2136	138508	1
2136	119728	1
2136	104534	1
2136	127264	1
2136	114448	1
2136	144611	1
2136	141901	1
2136	107334	1
2136	137894	1
2136	127712	1
2136	135239	1
2136	141432	1
2136	130928	1
2136	119727	1
2136	126462	1
2136	151519	1
2136	133191	1
2136	120689	1
2136	107291	1
2136	125891	1
2136	140146	1
2136	106659	1
2136	133608	1
2136	129652	1
2136	152168	1
2136	144618	1
2136	110057	1
2136	121114	1
2136	107746	1
2137	123653	1
2137	138542	1
2137	116214	1
2137	148878	1
2137	155097	1
2137	107740	1
2137	151971	1
2137	104534	1
2137	109402	1
2137	123949	1
2137	141978	1
2137	153921	1
2137	152607	1
2137	156754	1
2137	138591	1
2137	120850	1
2137	129200	1
2137	139777	1
2137	127005	1
2137	111602	1
2137	124908	1
2137	130298	1
2137	151264	1
2137	149120	1
2137	149696	1
2137	137588	1
2137	142390	1
2137	141167	1
2137	114202	1
2137	130876	1
2137	149350	1
2137	125863	1
2137	143775	1
2137	149854	1
2138	152438	1
2138	152012	1
2138	118106	1
2138	104534	1
2139	127392	1
2139	126425	1
2139	134972	1
2139	130275	1
2139	138437	1
2139	133562	1
2139	124997	1
2139	108562	1
2139	127974	1
2139	108995	1
2139	130366	1
2139	127821	1
2139	128662	1
2139	129473	1
2139	104534	1
2139	138292	1
2139	150134	1
2139	154795	1
2139	116568	1
2139	133832	1
2139	138511	1
2139	139199	1
2139	108803	1
2139	117037	1
2139	149852	1
2139	123155	1
2139	153987	1
2139	122004	1
2139	135315	1
2140	137660	1
2140	147414	1
2140	115520	1
2140	131435	1
2140	117275	1
2140	145329	1
2140	134164	1
2140	146904	1
2140	104534	1
2140	133755	1
2140	138885	1
2140	107553	1
2140	133459	1
2140	122930	1
2140	138236	1
2140	137661	1
2140	112054	1
2140	118066	1
2140	105834	1
2141	104535	1
2141	132690	1
2141	154736	1
2141	127302	1
2141	151245	1
2141	133754	1
2141	117681	1
2141	118140	1
2141	115420	1
2142	114542	1
2142	117361	1
2142	131000	1
2142	111841	1
2142	108772	1
2142	105816	1
2142	149157	1
2143	111786	1
2143	125378	1
2143	138262	1
2143	130483	1
2143	114282	1
2143	149622	1
2143	112260	1
2143	104535	1
2143	150195	1
2143	123783	1
2143	137468	1
2144	112527	1
2144	123732	1
2144	106083	1
2144	104537	1
2144	113015	1
2144	112763	1
2144	137337	1
2144	106422	1
2144	106084	1
2144	105117	1
2144	108387	1
2144	115991	1
2144	105125	1
2145	132171	1
2145	136105	1
2145	118161	1
2145	136665	1
2145	138446	1
2145	153598	1
2145	115679	1
2145	139851	1
2145	109319	1
2145	129101	1
2145	149250	1
2145	115656	1
2145	104538	1
2145	113635	1
2145	150483	1
2145	138708	1
2145	115952	1
2145	118542	1
2145	127683	1
2146	118501	1
2146	152917	1
2146	145089	1
2146	111834	1
2146	155286	1
2146	137875	1
2146	112472	1
2146	147039	1
2146	124539	1
2146	154284	1
2146	148749	1
2146	149849	1
2146	124909	1
2146	146933	1
2146	139225	1
2146	127790	1
2146	109421	1
2146	123235	1
2146	106000	1
2146	130269	1
2146	114472	1
2146	124475	1
2146	114825	1
2146	155842	1
2146	119985	1
2146	131281	1
2146	130294	1
2146	127791	1
2146	142235	1
2146	110944	1
2146	142080	1
2146	115461	1
2146	151674	1
2146	156847	1
2146	126678	1
2146	130253	1
2146	105429	1
2146	151410	1
2146	142290	1
2146	154837	1
2146	156465	1
2146	129821	1
2146	138423	1
2146	146269	1
2146	145504	1
2146	138206	1
2146	115981	1
2146	104538	1
2146	151914	1
2146	124169	1
2146	154726	1
2146	123171	1
2146	108008	1
2146	120607	1
2146	114808	1
2146	117037	1
2146	128464	1
2146	129738	1
2146	118779	1
2146	151163	1
2146	126465	1
2146	147850	1
2146	129052	1
2146	135015	1
2146	140738	1
2146	154339	1
2146	117407	1
2146	137859	1
2146	106310	1
2146	126514	1
2146	140235	1
2146	119485	1
2146	133554	1
2146	156489	1
2146	146464	1
2146	139580	1
2147	136791	1
2147	107742	1
2147	123542	1
2147	142471	1
2147	120553	1
2147	138227	1
2147	107302	1
2147	109927	1
2147	119137	1
2147	143661	1
2147	104538	1
2148	104806	1
2148	121022	1
2148	134961	1
2148	137815	1
2148	104538	1
2148	125539	1
2149	147021	1
2149	128576	1
2149	104538	1
2149	150727	1
2149	141164	1
2149	118925	1
2149	108907	1
2149	152908	1
2149	123352	1
2149	118293	1
2149	144740	1
2149	120229	1
2149	112274	1
2149	122566	1
2149	121717	1
2149	126486	1
2149	111457	1
2149	132806	1
2149	153122	1
2149	126425	1
2149	123874	1
2149	113127	1
2149	113466	1
2149	154951	1
2149	148568	1
2149	152047	1
2149	116659	1
2149	110117	1
2149	113277	1
2150	111694	1
2150	120809	1
2150	118183	1
2150	115368	1
2150	117175	1
2150	117545	1
2150	110516	1
2150	113093	1
2150	115027	1
2150	104538	1
2150	122079	1
2150	131459	1
2150	121427	1
2150	114390	1
2150	117973	1
2150	114703	1
2150	125149	1
2150	117180	1
2150	116685	1
2150	121559	1
2150	121104	1
2150	118066	1
2151	104538	1
2151	111316	1
2151	146240	1
2151	144753	1
2151	131031	1
2152	106778	1
2152	122363	1
2152	140394	1
2152	131982	1
2152	114734	1
2152	125497	1
2152	110477	1
2152	124335	1
2152	104538	1
2153	138706	1
2153	123473	1
2153	119039	1
2153	148867	1
2153	115729	1
2153	105992	1
2153	148906	1
2153	114219	1
2153	120229	1
2153	104538	1
2153	120407	1
2153	137292	1
2153	123405	1
2153	115393	1
2153	117517	1
2153	135361	1
2153	117648	1
2153	130805	1
2153	147853	1
2154	115251	1
2154	104751	1
2154	109656	1
2154	123609	1
2154	126201	1
2154	106273	1
2154	104855	1
2154	109158	1
2154	106554	1
2154	139555	1
2154	106539	1
2154	110509	1
2154	113996	1
2154	118959	1
2154	156707	1
2154	140739	1
2154	128578	1
2154	109618	1
2154	110428	1
2154	115627	1
2154	146279	1
2154	105209	1
2154	120815	1
2154	117796	1
2154	117999	1
2154	117465	1
2154	110779	1
2154	144680	1
2154	123098	1
2154	117997	1
2154	132887	1
2154	146289	1
2154	140646	1
2154	122752	1
2154	112698	1
2154	139891	1
2154	119178	1
2154	105519	1
2154	124136	1
2154	116613	1
2154	104538	1
2154	121562	1
2154	141724	1
2154	115877	1
2154	134903	1
2154	105031	1
2154	138423	1
2154	124554	1
2154	106122	1
2154	126781	1
2154	116426	1
2154	141462	1
2154	146002	1
2154	104641	1
2155	108918	1
2155	108015	1
2155	110421	1
2155	108031	1
2155	110462	1
2155	108034	1
2155	123311	1
2155	108018	1
2155	104538	1
2156	123345	1
2156	114757	1
2156	114838	1
2156	123984	1
2156	118672	1
2156	104538	1
2156	117105	1
2156	119345	1
2156	123489	1
2156	108143	1
2156	124784	1
2156	110571	1
2156	117600	1
2156	114776	1
2156	118787	1
2156	114775	1
2156	118716	1
2156	121104	1
2156	129774	1
2156	133196	1
2156	115726	1
2157	116609	1
2157	106397	1
2157	138533	1
2157	131401	1
2157	104538	1
2158	121363	1
2158	109662	1
2158	141347	1
2158	138079	1
2158	104538	1
2159	125097	1
2159	118202	1
2159	120747	1
2159	112094	1
2159	137483	1
2159	143826	1
2159	128552	1
2159	149404	1
2159	104538	1
2159	138814	1
2159	150591	1
2159	150633	1
2159	143427	1
2159	143282	1
2159	149479	1
2159	152804	1
2159	151637	1
2159	110362	1
2159	145886	1
2159	111520	1
2159	126642	1
2160	124220	1
2160	112209	1
2160	137617	1
2160	106980	1
2160	147955	1
2160	113988	1
2160	127173	1
2160	110660	1
2160	104538	1
2160	156756	1
2161	123736	1
2161	111106	1
2161	134322	1
2161	119648	1
2161	117208	1
2161	130085	1
2161	153316	1
2161	120204	1
2161	114790	1
2161	124394	1
2161	113597	1
2161	126714	1
2161	132572	1
2161	136857	1
2161	143898	1
2161	153118	1
2161	124473	1
2161	126716	1
2161	125953	1
2161	121381	1
2161	127683	1
2161	104538	1
2161	114595	1
2161	150221	1
2161	109763	1
2161	113999	1
2161	132388	1
2161	138051	1
2161	120845	1
2161	122046	1
2161	156822	1
2161	146729	1
2161	130946	1
2161	123659	1
2162	112695	1
2162	117231	1
2162	108060	1
2162	111310	1
2162	143268	1
2162	120499	1
2162	104538	1
2162	115231	1
2162	115613	1
2162	120002	1
2162	104819	1
2162	112157	1
